,team,offense_score
81,frc5464,0.747667020834487
82,frc3294,0.9820449813155392
83,frc2052,0.9747937276249259
84,frc4656,0.7960457292525774
85,frc6574,0.8808981019893134
86,frc2823,0.5738014189365793
87,frc7021,0.9418178327654424
88,frc4859,0.45032788935801493
89,frc3926,0.4721876764665225
90,frc2512,0.3227098849390509
91,frc7530,0.8127069347897513
92,frc21,0.6454057106275137
93,frc5690,0.9510575867054438
94,frc5348,0.9844068266764048
95,frc2239,0.7150760438479216
96,frc876,0.9595123274947194
97,frc3122,0.894359746910212
98,frc2861,0.9181394264748172
99,frc3883,0.7815545543728757
100,frc1714,0.8443473800359286
101,frc4226,0.9933302263696068
102,frc4593,0.8740602273458686
103,frc4623,0.8273328204091341
104,frc1792,0.6855423764639501
105,frc2168,0.9854933753828128
106,frc7893,0.5016466326454971
107,frc6217,0.6977149001948008
108,frc4009,0.870266221412266
109,frc2531,0.9282699276421928
110,frc2175,0.3375397391975406
111,frc3058,0.6136889008732018
112,frc4624,0.7200645168210528
113,frc2502,0.8241822408462566
114,frc4663,0.6852806456869452
115,frc3100,0.564065172946653
116,frc5720,0.4136323379549255
117,frc4182,0.8985651743429337
118,frc179,0.9920376956263667
119,frc5653,0.8734017422170363
120,frc3134,0.8744469343989455
121,frc2503,0.9851512219692611
122,frc5847,0.8707570481789898
123,frc5253,0.8961872164790567
124,frc2501,0.9513735146191353
125,frc6147,0.6664903595018673
126,frc4703,0.8047813322231493
127,frc2491,0.5849973494098901
128,frc6758,0.9325028997384474
129,frc2847,0.9970937248395241
130,frc5172,0.9970773869030303
131,frc3275,0.7980303134236235
132,frc3102,0.6907750376084542
133,frc2977,0.7138606501684563
134,frc6160,0.8959023142330114
135,frc7068,0.597303179592852
136,frc7797,0.9228552764614056
137,frc4786,0.8719688131975469
138,frc2177,0.4770251800599044
139,frc7578,0.5750227137352681
140,frc3212,0.41109999010113163
141,frc6132,0.6157057483715271
142,frc4166,0.36584453470886613
143,frc2129,0.5833987346707602
144,frc3755,0.5023689477329454
145,frc3023,0.6452625516147107
146,frc2987,0.8294333486992893
147,frc2470,0.7157857148186354
148,frc1816,0.7947549668592404
149,frc3276,0.7481538538437786
150,frc6047,0.501465738535432
151,frc7311,0.9110300009316209
152,frc4511,0.85763732754903
153,frc5826,0.9223334150807356
154,frc167,0.855491458694158
155,frc7289,0.32706602760855097
156,frc7911,0.3600559538729509
157,frc5424,0.49684120514867036
158,frc1918,0.959387076035686
159,frc1023,0.9650665781987428
160,frc1711,0.7966500191393132
161,frc8372,0.5073162142226307
162,frc3042,0.5330248934310042
163,frc3297,0.8977137758331002
164,frc1259,0.898623772643265
165,frc3054,0.5056965252344463
166,frc930,0.9334405460277921
167,frc2227,0.45591925717494897
168,frc1675,0.8494783269147109
169,frc4728,0.9812427275052071
170,frc6318,0.6531581922952948
171,frc4230,0.8999057203106664
172,frc5125,0.3385800891144768
173,frc663,0.676588431561703
174,frc4987,0.15089929372144076
175,frc95,0.9781303715438634
176,frc1277,0.3829855047690665
177,frc126,0.7954009052740321
178,frc2511,0.5873811103099621
179,frc4778,0.2749942818448665
180,frc4239,0.6504091261184307
181,frc5913,0.9644576198539159
182,frc2499,0.5591130514536379
183,frc4238,0.8108049021456148
184,frc5143,0.8181042979782497
185,frc2506,0.7917131497415323
186,frc4607,0.9207316144944495
187,frc2264,0.6787728358436049
188,frc93,0.9265444428343208
189,frc3572,0.8641994301271676
190,frc5162,0.4122262716675019
191,frc3234,0.6284631920839878
192,frc7056,0.8650340329794498
193,frc7234,0.5633472690973116
194,frc7054,0.811835933049538
195,frc8836,0.8173761333712959
196,frc3197,0.9281377296246958
197,frc2526,0.8327448939624351
198,frc4181,0.9399394325181829
199,frc1732,0.9601589450720851
200,frc3291,0.827065377725162
201,frc8832,0.14320283967963185
202,frc6121,0.2628890034566603
203,frc6581,0.12932235192116678
204,frc6122,0.7737367775840606
205,frc6561,0.3520675334546701
206,frc7160,0.9068066274393566
207,frc1307,0.1905941351698498
208,frc1768,0.8656747546763347
209,frc6895,0.4425589632257405
210,frc8013,0.5161121895524434
211,frc1058,0.7786633311523363
212,frc3566,0.3711491916461891
213,frc4674,0.7713427703230151
214,frc3740,0.9882053749474292
215,frc7048,0.7887876827062554
216,frc6146,0.6494855961414258
217,frc7226,0.7986969143853977
218,frc2075,0.9704868899667775
219,frc5152,0.8336210104129665
220,frc3603,0.8745631493386943
221,frc6081,0.5238613221498004
222,frc7818,0.531676101117044
223,frc8423,0.5226298450839955
224,frc6112,0.6990516392289864
225,frc3357,0.9739943701601508
226,frc4004,0.6575863401119474
227,frc8612,0.4760942637787593
228,frc5086,0.7631662819757224
229,frc6762,0.2657081726422519
230,frc2262,0.7246400760476378
231,frc4925,0.28108933656710555
232,frc7407,0.9632659201790812
233,frc4377,0.5528426896726832
234,frc5460,0.9763203668475173
235,frc5247,0.0826674984911225
236,frc8193,0.3703480247887164
237,frc6610,0.5669512770489167
238,frc5166,0.8722355296185368
239,frc78,0.8786028375197279
240,frc5491,0.3833405124049479
241,frc6690,0.655098165573876
242,frc8046,0.7556789183678401
243,frc1247,0.43765153559812825
244,frc7856,0.05910388986744691
245,frc33,0.9619014761155289
246,frc4758,0.09852042203371811
247,frc1701,0.9201728612846863
248,frc6532,0.43951599314850787
249,frc5532,0.22151876892803063
250,frc5704,0.37852446423425945
251,frc8397,0.2200861101026081
252,frc7244,0.7556001488647195
253,frc5256,0.471811416963555
254,frc8708,0.40069638922913947
255,frc1729,0.5696083122140096
256,frc6763,0.35092151945477146
257,frc4761,0.4823535485757581
258,frc2673,0.3843065115025642
259,frc3632,0.06931439649730214
260,frc7196,0.013377849115192743
261,frc5756,0.10328147014840053
262,frc5915,0.025626611853135514
263,frc7232,0.022226195523388805
264,frc7202,0.2622850235157745
265,frc4998,0.592545055477064
266,frc3322,0.9317268353533549
267,frc8767,0.12757140229349645
268,frc5114,0.9455103473794755
269,frc6548,0.460282068360648
270,frc6328,0.9879590948041791
271,frc1512,0.627347947923855
272,frc2950,0.2808519062889537
273,frc148,0.997567844027124
274,frc4364,0.5678066779812272
275,frc2881,0.9456006512118118
276,frc2687,0.9402149558583848
277,frc4717,0.16807656030900248
278,frc123,0.450116822031417
279,frc8352,0.6706221967259497
280,frc3302,0.23919656371602452
281,frc5197,0.01664387655919203
282,frc2591,0.02208662451968218
283,frc4680,0.4468671820579958
284,frc2969,0.19855685968023096
285,frc6377,0.8395173547274857
286,frc1477,0.9165098601937891
287,frc5212,0.3033883720338795
288,frc3029,0.18828369282335577
289,frc8405,0.057335467474270915
290,frc8774,0.5788190325341107
291,frc2145,0.7599481341334756
292,frc5084,0.8546621208542604
293,frc815,0.8186133768074743
294,frc8385,0.16260507756492937
295,frc4994,0.5484733171302115
296,frc8528,0.42956632749436396
297,frc8769,0.3533624625260038
298,frc3310,0.992166863345747
299,frc6171,0.3040875071008646
300,frc5613,0.37749626905769224
301,frc3005,0.9421723169135837
302,frc7784,0.22677562666290924
303,frc494,0.9734372436707351
304,frc5260,0.5870082901277317
305,frc7192,0.7948781500416131
306,frc5561,0.9454824638455556
307,frc27,0.9951035811199378
308,frc3619,0.11435420794159844
309,frc7865,0.017649354488509416
310,frc7145,0.026804860118344223
311,frc7191,0.3912896214472704
312,frc3096,0.42686441506021916
313,frc6096,0.05463659619048562
314,frc8556,0.02533097679498563
315,frc7121,0.761024241752087
316,frc6830,0.023804295074122916
317,frc3676,0.38568408098227996
318,frc5908,0.24620369053204047
319,frc2689,0.7962736658086
320,frc1322,0.2553551570109557
321,frc5067,0.37140590950806995
322,frc624,0.9911179021054356
323,frc5866,0.17869275679404
324,frc8749,0.4904649049673337
325,frc3802,0.6176412194774005
326,frc2714,0.6458871422080296
327,frc2848,0.831610442547266
328,frc5242,0.5400374912480917
329,frc8710,0.1419449847029789
330,frc6180,0.23562425730749464
331,frc2468,0.9258359378392358
332,frc8879,0.5118866287058395
333,frc8858,0.6861461677349617
334,frc5065,0.03510959633148826
335,frc5577,0.31819878431396353
336,frc2048,0.368701419632329
337,frc5217,0.15649316794820378
338,frc5901,0.07576562617367494
339,frc6616,0.16469095041945958
340,frc8842,0.11619080047307304
341,frc7125,0.44867744102214446
342,frc5417,0.5996734040422278
343,frc5431,0.8695821222963529
344,frc5478,0.23919434157482133
345,frc5697,0.4358168073871288
346,frc3542,0.7274979530997225
347,frc5234,0.7077554529296325
348,frc7332,0.1712565865096133
349,frc4421,0.7197028973212704
350,frc7787,0.5923342982093304
351,frc8331,0.18202026429501422
352,frc8082,0.33886719339117183
353,frc4627,0.40612819405209705
354,frc7287,0.17269879775549796
355,frc7190,0.1732432228783788
356,frc8338,0.277536482374518
357,frc6390,0.4886618665089361
358,frc288,0.8411433371460884
359,frc6486,0.5943865769107916
360,frc8794,0.1254513014035185
361,frc6351,0.4287686556410405
362,frc6364,0.6179545670614204
363,frc216,0.45420931899096695
364,frc7167,0.06718591656683401
365,frc7173,0.1585035241312375
366,frc6485,0.7763792403519779
367,frc244,0.5977650190889956
368,frc7796,0.1319601552728187
369,frc8312,0.1970385962948773
370,frc4127,0.41667232982126484
371,frc1432,0.9201812611561153
372,frc2811,0.9376679022543234
373,frc7034,0.9798284956836453
374,frc5450,0.5884191527168895
375,frc3674,0.9474743837278355
376,frc4043,0.8230651738637582
377,frc955,0.978844695113045
378,frc4488,0.9787085303543124
379,frc2374,0.34094397447793395
380,frc2898,0.7277167081739131
381,frc5970,0.5647224449779412
382,frc5975,0.10530230975251237
383,frc5468,0.765137732717352
384,frc3711,0.9221306624384378
385,frc6465,0.4058233009369993
386,frc6696,0.2204343456964579
387,frc3812,0.8148691336001104
388,frc4662,0.5353191052581808
389,frc568,0.7160774372803247
390,frc2521,0.9558465326991954
391,frc2915,0.6162057796481285
392,frc6831,0.8617219427781723
393,frc6343,0.5661866123278831
394,frc2557,0.9136266017970305
395,frc1540,0.9736386642680241
396,frc360,0.9473822226930233
397,frc8270,0.308920013153353
398,frc7709,0.877189156551963
399,frc4253,0.983926175437618
400,frc8169,0.8035571038387114
401,frc8121,0.5542383193178101
402,frc8503,0.4915300161933802
403,frc6947,0.8506644013367967
404,frc6191,0.26330007601302313
405,frc8806,0.8261786031110384
406,frc8585,0.34320769444434357
407,frc8595,0.4699632359399791
408,frc6083,0.8901808197102172
409,frc8805,0.3447740678999965
410,frc7645,0.4229565979968392
411,frc8020,0.7439571873100302
412,frc6998,0.5973020147578756
413,frc7526,0.6318634607441811
414,frc8807,0.7268280707253474
415,frc7636,0.8474829488099553
416,frc7673,0.4466798300524805
417,frc8723,0.6881103322376422
418,frc7632,0.9742462811472055
419,frc8569,0.7411422981095881
420,frc8176,0.5410735928932743
421,frc7527,0.9339168334556411
422,frc8725,0.4649103259235833
423,frc7551,0.7415775405580584
424,frc8584,0.6195692793715334
425,frc8129,0.5133980498893743
426,frc7130,0.6048434177425797
427,frc7741,0.3304327389363602
428,frc8894,0.8028203746007567
429,frc7589,0.23156848404353064
430,frc8790,0.6433584387224796
431,frc7497,0.9253451006554391
432,frc611,0.2004079254713504
433,frc2900,0.17025793485847146
434,frc888,0.7252656132995631
435,frc836,0.9474439471428653
436,frc8622,0.31914357874969956
437,frc1895,0.6877672145681737
438,frc2988,0.4412727092202815
439,frc2912,0.46586499780990676
440,frc3793,0.29545141386358853
441,frc8326,0.1398853982114809
442,frc4099,0.9289391931238792
443,frc612,0.42501605408638615
444,frc2849,0.5113582538915703
445,frc4242,0.5936586208024933
446,frc620,0.7946280138724084
447,frc5830,0.2216416112942492
448,frc2914,0.6218284516830048
449,frc4505,0.3963765608026837
450,frc8768,0.5046102734513779
451,frc2659,0.4495683888673547
452,frc8006,0.577212126520934
453,frc5025,0.28351924683392943
454,frc4414,0.9938709581952528
455,frc359,0.9266897078627893
456,frc589,0.5138543872892971
457,frc4400,0.618681128428467
458,frc1452,0.6224604528452009
459,frc1678,0.9997088733737355
460,frc973,0.9982900531181808
461,frc5817,0.89202112148962
462,frc5285,0.457866971378891
463,frc3501,0.7657168423073738
464,frc972,0.9331640679929434
465,frc6560,0.8492956931850687
466,frc5104,0.9851673287787571
467,frc3759,0.7608609220895042
468,frc3859,0.5917848167371104
469,frc3128,0.8958647913473075
470,frc5199,0.9275945563039764
471,frc4817,0.40014840873806995
472,frc3374,0.8802356240765096
473,frc4711,0.4378759841999364
474,frc8537,0.5423401831244524
475,frc4,0.7457929575771466
476,frc687,0.5016145818869533
477,frc2102,0.8745078005574598
478,frc2945,0.8922500809969874
479,frc968,0.26077146756587655
480,frc1661,0.7050673335258935
481,frc4501,0.7734019509645641
482,frc1836,0.7558609385457739
483,frc4415,0.9721890608869032
484,frc5012,0.1469773518527402
485,frc6838,0.9540496496488077
486,frc6989,0.23065418059433274
487,frc4972,0.5357313756217126
488,frc7444,0.5822147669551321
489,frc8861,0.37061763251638463
490,frc7570,0.6782791153516826
491,frc7228,0.486477466555144
492,frc6436,0.9366820084733953
493,frc6064,0.6351303891435556
494,frc6429,0.12586086371042332
495,frc8034,0.23696555025583954
496,frc6014,0.24422481020356188
497,frc8785,0.23190195764337926
498,frc8079,0.16117682693489585
499,frc7544,0.4981505670260002
500,frc6025,0.2612149012109625
501,frc8799,0.25511948740984297
502,frc8881,0.09109907397844672
503,frc7458,0.5863177206848087
504,frc8599,0.25920931388305024
505,frc8828,0.6798106527980395
506,frc8054,0.4954205950662788
507,frc8557,0.37556715052635814
508,frc8264,0.537844685797387
509,frc2905,0.4131735231900871
510,frc6948,0.8035398419215687
511,frc8159,0.4240425873251596
512,frc8555,0.7516798053663389
513,frc6988,0.032434055467769264
514,frc7285,0.964980598158071
515,frc8166,0.5090923325543815
516,frc4734,0.35052922338233555
517,frc5572,0.8107672797356817
518,frc7621,0.2892347300694707
519,frc3834,0.0598388081351903
520,frc4219,0.8354362711971041
521,frc2966,0.5680515846012829
522,frc2789,0.3459398914924351
523,frc4063,0.8822634769302912
524,frc8610,0.526326476668622
525,frc5726,0.6289987938901376
526,frc5503,0.45597544223085157
527,frc3481,0.5096371672715381
528,frc1745,0.7573058912206236
529,frc6155,0.41975703965771843
530,frc6357,0.4465103627270588
531,frc8408,0.09233497256033049
532,frc8507,0.10716757479218027
533,frc8055,0.6351170010476819
534,frc8088,0.7936546149752636
535,frc8114,0.6911852825566204
536,frc7521,0.756675732697387
537,frc4610,0.6500444252458867
538,frc6800,0.9890416689108497
539,frc3847,0.9793794252156204
540,frc4328,0.09845285350342917
541,frc1296,0.8185274715984365
542,frc4192,0.8745875517943191
543,frc3679,0.7020256390280187
544,frc3735,0.7134200740498748
545,frc2582,0.871924344818547
546,frc977,0.8360585055978601
547,frc1262,0.8711125292188654
548,frc6194,0.3935797925604122
549,frc5724,0.8130509562014161
550,frc1610,0.9086578259836422
551,frc5546,0.4014040505242144
552,frc422,0.9060203935932838
553,frc617,0.5112960236357743
554,frc3136,0.9219564870290099
555,frc2106,0.7175990896107173
556,frc1908,0.9163236491019653
557,frc5804,0.8752714329444238
558,frc610,0.8660178688439502
559,frc5032,0.7340199952807838
560,frc865,0.5694256785712789
561,frc2198,0.32148202936565196
562,frc6397,0.2165667994463008
563,frc8764,0.3217562580441189
564,frc2363,0.9969938260184543
565,frc4286,0.7414441282606649
566,frc6802,0.6780624508620141
567,frc540,0.669737837526675
568,frc2890,0.48633564949977093
569,frc401,0.8961730184489629
570,frc914,0.3046023092658286
571,frc1334,0.28126609151641196
572,frc771,0.2130324260151753
573,frc2200,0.9690520808100473
574,frc3161,0.27421228324581204
575,frc4015,0.41934629448225247
576,frc7520,0.28806070105251297
577,frc1360,0.3463628904103872
578,frc2386,0.5499810748268553
579,frc8116,0.7294429647044182
580,frc1646,0.6484118486961188
581,frc1555,0.39595801846379586
582,frc6498,0.8012066356871713
583,frc461,0.8573413192523537
584,frc4272,0.9543800323614808
585,frc303,0.37402017070731125
586,frc5624,0.09894295020081968
587,frc1672,0.6749221562055712
588,frc41,0.9183398824308815
589,frc7045,0.6435739956275335
590,frc5992,0.30000632341395106
591,frc7454,0.6537575308621074
592,frc5010,0.8699405133248468
593,frc868,0.7765985606388444
594,frc3936,0.7794510449417023
595,frc1501,0.9480535749839725
596,frc1747,0.7041884228247463
597,frc75,0.7921217560439267
598,frc555,0.45251430049146524
599,frc7587,0.3527138678324431
600,frc3314,0.8549669209480721
601,frc1914,0.8593109274477035
602,frc8628,0.1636045723185571
603,frc5402,0.7383587091620715
604,frc45,0.7317331705863833
605,frc2197,0.31857018182461616
606,frc292,0.9252191863299645
607,frc1024,0.8776739960180514
608,frc447,0.7683994076478723
609,frc2495,0.8426378003608753
610,frc5490,0.6084347007278651
611,frc2577,0.6801750230021691
612,frc8630,0.2652615230209363
613,frc1676,0.8979207561163858
614,frc3637,0.6883027235922663
615,frc6956,0.796019257935516
616,frc7477,0.4942162564623668
617,frc8742,0.5791487902956257
618,frc5484,0.8440520201657408
619,frc3559,0.67598744945423
620,frc829,0.8693874060831349
621,frc8588,0.29918885710468635
622,frc1257,0.7409240607276266
623,frc1989,0.09943036425361443
624,frc4285,0.42845843757561813
625,frc1923,0.8709140098771341
626,frc3515,0.10618143332187005
627,frc3494,0.8194425287096002
628,frc3940,0.9692260659089059
629,frc3147,0.6750484452996584
630,frc4982,0.6883133183963908
631,frc8232,0.43731021987783153
632,frc3865,0.48093959472676945
633,frc423,0.7133356046907722
634,frc7110,0.8927317006701847
635,frc365,0.9346661704457246
636,frc5895,0.9954737395438716
637,frc816,0.41813706131271594
638,frc484,0.9326530692922899
639,frc25,0.7933531845567794
640,frc56,0.731930494002019
641,frc203,0.809853541433201
642,frc1811,0.6551880201576701
643,frc2600,0.2759368130490207
644,frc5732,0.8389112115557206
645,frc1647,0.42250105490597323
646,frc1807,0.9358696951570756
647,frc7414,0.7200522827703874
648,frc272,0.8056755856052445
649,frc5420,0.8964891865894145
650,frc6226,0.8495492133313243
651,frc6808,0.44512701368127294
652,frc2539,0.9688943762470431
653,frc103,0.9690672109175043
654,frc7877,0.8497182025748055
655,frc341,0.9654087998326304
656,frc5113,0.5882963760770229
657,frc6897,0.5453461956486068
658,frc8714,0.3397093217289855
659,frc3142,0.9241172728584498
660,frc1626,0.8476234134082036
661,frc714,0.4459614838718382
662,frc8130,0.270381521242388
663,frc3487,0.7020237307797311
664,frc1720,0.7081477852168024
665,frc2095,0.7837278554442593
666,frc709,0.6930965280516642
667,frc2180,0.8534094151670764
668,frc5457,0.45905763154339796
669,frc5401,0.542943371986544
670,frc2559,0.5493316267741857
671,frc4373,0.9435811513157601
672,frc1640,0.9592439189367581
673,frc1143,0.5863930005595416
674,frc1391,0.833392113155773
675,frc2720,0.7067843958690445
676,frc5684,0.7735329408856183
677,frc708,0.8926978133149331
678,frc2607,0.8370598666659298
679,frc2234,0.8021595555545195
680,frc1218,0.9235401726147565
681,frc2722,0.5043515821464082
682,frc9998,0.001510564236894604
683,frc9999,0.001510564236894604
684,frc9997,0.001510564236894604
685,frc3219,0.26352570480816967
686,frc4205,0.61659133209153
687,frc2903,0.2511879628297211
688,frc8051,0.42639705125344224
689,frc1778,0.8642140909907255
690,frc2980,0.7192671004187571
691,frc2928,0.8354563117495084
692,frc8032,0.6840215794539212
693,frc8248,0.482217961228877
694,frc6350,0.7658193610166358
695,frc2930,0.9202403810282912
696,frc4173,0.6292097710050453
697,frc5941,0.058384952503533344
698,frc4089,0.9269559401548323
699,frc492,0.9473748572508223
700,frc5827,0.9582535722112766
701,frc3268,0.20714954093777133
702,frc4180,0.8070147185983528
703,frc2522,0.9472523556719586
704,frc5588,0.5758831440166718
705,frc1899,0.9024680011534445
706,frc4512,0.9002966959714086
707,frc2412,0.8121681022408691
708,frc3681,0.6524837678316769
709,frc3070,0.5812022617176207
710,frc4309,0.7593434845405926
711,frc2910,0.9869653764673529
712,frc4911,0.9762001996750918
713,frc4682,0.5962442368419656
714,frc4131,0.42608264177143146
715,frc7461,0.9515707557098455
716,frc3663,0.8895302563226697
717,frc7627,0.44209648513920374
718,frc1885,0.8378568369547776
719,frc4456,0.32435097521706363
720,frc1727,0.5565234237061
721,frc2998,0.23548968273066478
722,frc5549,0.5579610720976353
723,frc8197,0.2295990173699044
724,frc3274,0.680308870447086
725,frc346,0.6549763639044629
726,frc5954,0.4835461744472509
727,frc2028,0.5754714984803012
728,frc1086,0.9113485627468068
729,frc7886,0.09858072868113421
730,frc8230,0.6107105267651692
731,frc1599,0.797941959819022
732,frc1123,0.6203645775197835
733,frc2199,0.746478994512762
734,frc1389,0.5106786892016532
735,frc6882,0.40504670481947874
736,frc3359,0.4324415352157098
737,frc122,0.8289200307872292
738,frc384,0.8960049711370937
739,frc3939,0.6446389866947192
740,frc1522,0.3529388632330999
741,frc619,0.6369825065323477
742,frc3361,0.6815921077313477
743,frc7429,0.8455601842264984
744,frc1719,0.5697360455346628
745,frc6504,0.6339289298165977
746,frc2186,0.5170114313568677
747,frc2534,0.2125167361533242
748,frc1111,0.8689707852266387
749,frc623,0.9003418278568696
750,frc8590,0.6502761944192811
751,frc6323,0.6029394320500024
752,frc4951,0.518011984201892
753,frc4343,0.5466150967886725
754,frc1241,0.9421729944512489
755,frc4476,0.9260741092719893
756,frc7659,0.35826705913271284
757,frc6978,0.4061920136286062
758,frc7902,0.5047124018251937
759,frc7480,0.8692126316633234
760,frc3739,0.27922529920558087
761,frc4976,0.8147925874529296
762,frc5409,0.8713194179865975
763,frc8735,0.22852944872198522
764,frc3560,0.39789493024556577
765,frc8731,0.14484328090098214
766,frc4338,0.8978430724826875
767,frc5291,0.7609180003113645
768,frc1943,0.6914528453884271
769,frc6738,0.9043036147760039
770,frc4590,0.9161179714991853
771,frc3316,0.9805697743330164
772,frc5554,0.846378956795472
773,frc1690,1.0
774,frc1577,0.9987803302802172
775,frc6104,0.9199140064209749
776,frc3083,0.8800858916205526
777,frc3065,0.9269053787593521
778,frc6740,0.9253946427489586
779,frc6741,0.851573568697844
780,frc7112,0.4596950221406845
781,frc4319,0.7268422542466784
782,frc1576,0.8915536281440583
783,frc3211,0.8581676956553961
784,frc2096,0.9291839787892168
785,frc5614,0.9789324595105312
786,frc8843,0.24494850844768162
787,frc2231,0.9618782802454143
788,frc5654,0.9811255875756458
789,frc7067,0.9308862088832944
790,frc2230,0.6357647151604527
791,frc8223,0.7303128240670925
792,frc1937,0.8812582457923941
793,frc1574,0.9811570081969248
794,frc1954,0.3388016452896664
795,frc5635,0.6934633176261176
796,frc3339,0.9938013625110403
797,frc5715,0.8957161732027936
798,frc1580,0.728875602295615
799,frc4661,0.1653699172043125
800,frc5928,0.21743817257816037
801,frc1657,0.9222374736921184
802,frc2630,0.9838321830947239
803,frc3835,0.8366074859558885
804,frc7039,0.9598305384704752
805,frc3388,0.8698445559372238
806,frc4586,0.9462155369075105
807,frc5951,0.8243209044197674
808,frc3075,0.9777916009291517
809,frc5987,0.8957770788947329
810,frc6230,0.35957124032229454
811,frc7845,0.9894587894354525
812,frc2212,0.7170866120395342
813,frc8175,0.7568174121137105
814,frc4744,0.7498643327663633
815,frc5990,0.6605657391985554
816,frc4416,0.5854373712843501
817,frc6168,0.5467688190652401
818,frc5135,0.921470122243623
819,frc7177,0.6134813897908928
820,frc4320,0.3814391034178463
821,frc5089,0.8276842478495237
822,frc5419,0.8855627274543976
823,frc5869,0.3377584205105898
824,frc599,0.7571934211482744
825,frc2813,0.9092497222612282
826,frc2710,0.5593085775473221
827,frc1388,0.7546694041339829
828,frc6934,0.34623858338237656
829,frc6398,0.6871163354927174
830,frc8,0.9749789144540268
831,frc3925,0.5566911975291348
832,frc3512,0.8721649693584423
833,frc5026,0.8602384152339726
834,frc8533,0.23094219099577937
835,frc399,0.5566993403897829
836,frc2135,0.8895379843036071
837,frc6059,0.5187722513252796
838,frc2584,0.7020163798033718
839,frc114,0.869567334766357
840,frc4550,0.5050386741327627
841,frc991,0.7055723784462893
842,frc2288,0.5090944235970354
843,frc7426,0.758405701972059
844,frc2083,0.3883931831652033
845,frc2637,0.8154562218142767
846,frc7327,0.1941110692144888
847,frc691,0.750610175984543
848,frc5136,0.8527579367592522
849,frc1622,0.41951325150703833
850,frc4183,0.9190376547117762
851,frc3019,0.2035100621354184
852,frc1165,0.23361610304466532
853,frc1891,0.6910741340269809
854,frc3187,0.3488888641147056
855,frc5539,0.14783082278606124
856,frc3863,0.7842462355214455
857,frc1138,0.7953384045170753
858,frc3256,0.842691732300176
859,frc5818,0.5589875105128599
860,frc4270,0.5910617641097389
861,frc696,0.9681845880847728
862,frc7323,0.8903480414213971
863,frc6764,0.3149963635577321
864,frc2122,0.9678674338470379
865,frc3853,0.8632284315048152
866,frc2478,0.8176216368013176
867,frc498,0.7821601566145078
868,frc8745,0.665755360980508
869,frc1828,0.5094637335939829
870,frc6036,0.9586847646752517
871,frc1515,0.6959964187660042
872,frc980,0.5484513122303567
873,frc5124,0.8685989865558728
874,frc8021,0.36466673600511496
875,frc2486,0.8553785042227201
876,frc1410,0.784718428780536
877,frc6127,0.46804956888301785
878,frc6833,0.38376782589517866
879,frc4068,0.9000262183609471
880,frc996,0.21677068370276345
881,frc6821,0.27684369838337003
882,frc1726,0.8629237762862701
883,frc4418,0.7542559324260395
884,frc4984,0.7369141410443204
