,actual_time,alliances,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown,set_number,time,videos,winning_alliance
10,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 74, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2590', 'frc1218', 'frc2851'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2648', 'frc973', 'frc2557'], dtype=object)}}",qf,2012arc,2012arc_qf4m2,2,,,,4,,"[{'key': 'o3k9QhAfxfo?t=1235', 'type': 'youtube'}]",red
11,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 74, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2590', 'frc1218', 'frc2851'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 58, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc973', 'frc2648', 'frc2557'], dtype=object)}}",qf,2012arc,2012arc_qf4m3,3,,,,4,,"[{'key': 'Q53CsARKaik', 'type': 'youtube'}
 {'key': 'o3k9QhAfxfo?t=1396', 'type': 'youtube'}]",blue
12,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 39, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc236', 'frc2826', 'frc1403'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 15, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3081', 'frc234', 'frc20'], dtype=object)}}",qm,2012arc,2012arc_qm1,1,,,,1,,"[{'key': 'UcZyRY9f8x8', 'type': 'youtube'}]",blue
13,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 46, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc247', 'frc245', 'frc4206'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 34, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2512', 'frc1', 'frc1261'], dtype=object)}}",qm,2012arc,2012arc_qm10,10,,,,1,,"[{'key': 'UcZyRY9f8x8?t=1530', 'type': 'youtube'}]",blue
14,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 45, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3747', 'frc2603', 'frc716'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 47, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1018', 'frc1218', 'frc2638'], dtype=object)}}",qm,2012arc,2012arc_qm100,100,,,,1,,"[{'key': 'p0cMNt7Ua38?t=2894', 'type': 'youtube'}]",red
15,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 58, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc128', 'frc2512', 'frc2809'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3410', 'frc2648', 'frc839'], dtype=object)}}",qm,2012arc,2012arc_qm101,101,,,,1,,"[{'key': 'p0cMNt7Ua38?t=3065', 'type': 'youtube'}]",blue
16,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 21, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2851', 'frc100', 'frc3081'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 0, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc190', 'frc4300', 'frc3128'], dtype=object)}}",qm,2012arc,2012arc_qm102,102,,,,1,,"[{'key': 'p0cMNt7Ua38?t=3233', 'type': 'youtube'}]",blue
17,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 47, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2410', 'frc973', 'frc2590'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 78, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3927', 'frc245', 'frc2056'], dtype=object)}}",qm,2012arc,2012arc_qm103,103,,,,1,,"[{'key': 'p0cMNt7Ua38?t=3400', 'type': 'youtube'}]",red
18,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 18, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc359', 'frc4334', 'frc1403'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 24, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2085', 'frc1058', 'frc1756'], dtype=object)}}",qm,2012arc,2012arc_qm104,104,,,,1,,"[{'key': 'p0cMNt7Ua38?t=3580', 'type': 'youtube'}]",red
19,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 52, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc75', 'frc1504', 'frc2815'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 24, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1642', 'frc247', 'frc126'], dtype=object)}}",qm,2012arc,2012arc_qm105,105,,,,1,,"[{'key': 'p0cMNt7Ua38?t=3749', 'type': 'youtube'}]",blue
20,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 26, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc4356', 'frc1306', 'frc3968'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 27, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1796', 'frc1261', 'frc3997'], dtype=object)}}",qm,2012arc,2012arc_qm106,106,,,,1,,"[{'key': 'p0cMNt7Ua38?t=3915', 'type': 'youtube'}]",red
21,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 58, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1710', 'frc195', 'frc1875'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 60, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc67', 'frc2395', 'frc1647'], dtype=object)}}",qm,2012arc,2012arc_qm107,107,,,,1,,"[{'key': 'p0cMNt7Ua38?t=4095', 'type': 'youtube'}]",red
22,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc4218', 'frc2996', 'frc4001'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 41, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc20', 'frc1736', 'frc4256'], dtype=object)}}",qm,2012arc,2012arc_qm108,108,,,,1,,"[{'key': 'p0cMNt7Ua38?t=4336', 'type': 'youtube'}]",blue
23,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 44, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc956', 'frc4206', 'frc3158'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1014', 'frc4143', 'frc2638'], dtype=object)}}",qm,2012arc,2012arc_qm109,109,,,,1,,"[{'key': 'p0cMNt7Ua38?t=4443', 'type': 'youtube'}]",blue
24,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 28, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1875', 'frc3585', 'frc973'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc839', 'frc692', 'frc1311'], dtype=object)}}",qm,2012arc,2012arc_qm11,11,,,,1,,"[{'key': 'UcZyRY9f8x8?t=1705', 'type': 'youtube'}]",red
25,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 29, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3008', 'frc3634', 'frc2022'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 24, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3947', 'frc1018', 'frc3456'], dtype=object)}}",qm,2012arc,2012arc_qm110,110,,,,1,,"[{'key': 'p0cMNt7Ua38?t=4667', 'type': 'youtube'}]",blue
26,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 44, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1987', 'frc2949', 'frc4403'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 48, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1902', 'frc692', 'frc1592'], dtype=object)}}",qm,2012arc,2012arc_qm111,111,,,,1,,"[{'key': 'p0cMNt7Ua38?t=4837', 'type': 'youtube'}]",red
27,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 33, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3747', 'frc1311', 'frc4082'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 18, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc236', 'frc3476', 'frc1816'], dtype=object)}}",qm,2012arc,2012arc_qm112,112,,,,1,,"[{'key': 'p0cMNt7Ua38?t=5005', 'type': 'youtube'}]",blue
28,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1', 'frc2898', 'frc144'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 61, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc272', 'frc369', 'frc1218'], dtype=object)}}",qm,2012arc,2012arc_qm113,113,,,,1,,"[{'key': 'p0cMNt7Ua38?t=5206', 'type': 'youtube'}]",red
29,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 82, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1114', 'frc2046', 'frc3015'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 53, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc781', 'frc716', 'frc2557'], dtype=object)}}",qm,2012arc,2012arc_qm114,114,,,,1,,"[{'key': 'p0cMNt7Ua38?t=5371', 'type': 'youtube'}]",blue
30,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2974', 'frc2403', 'frc3335'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1676', 'frc1868', 'frc2603'], dtype=object)}}",qm,2012arc,2012arc_qm115,115,,,,1,,"[{'key': 'p0cMNt7Ua38?t=5545', 'type': 'youtube'}]",red
31,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 53, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2415', 'frc587', 'frc1458'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 39, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc246', 'frc3999', 'frc234'], dtype=object)}}",qm,2012arc,2012arc_qm116,116,,,,1,,"[{'key': 'p0cMNt7Ua38?t=5708', 'type': 'youtube'}]",blue
32,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 31, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2614', 'frc3585', 'frc1504'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 68, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2826', 'frc3481', 'frc245'], dtype=object)}}",qm,2012arc,2012arc_qm117,117,,,,1,,"[{'key': 'p0cMNt7Ua38?t=5880', 'type': 'youtube'}]",red
33,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 67, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3456', 'frc190', 'frc2056'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 27, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc126', 'frc4218', 'frc2638'], dtype=object)}}",qm,2012arc,2012arc_qm118,118,,,,1,,"[{'key': 'p0cMNt7Ua38?t=6045', 'type': 'youtube'}]",blue
34,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3927', 'frc692', 'frc3968'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 10, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3008', 'frc20', 'frc100'], dtype=object)}}",qm,2012arc,2012arc_qm119,119,,,,1,,"[{'key': 'p0cMNt7Ua38?t=6221', 'type': 'youtube'}]",blue
35,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3634', 'frc3968', 'frc2996'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 58, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1218', 'frc128', 'frc1504'], dtype=object)}}",qm,2012arc,2012arc_qm12,12,,,,1,,"[{'key': 'UcZyRY9f8x8?t=1872', 'type': 'youtube'}]",red
36,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 45, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc839', 'frc3947', 'frc3747'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 31, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc4256', 'frc1647', 'frc4143'], dtype=object)}}",qm,2012arc,2012arc_qm120,120,,,,1,,"[{'key': 'p0cMNt7Ua38?t=6391', 'type': 'youtube'}]",blue
37,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2949', 'frc2648', 'frc4334'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1306', 'frc1875', 'frc1018'], dtype=object)}}",qm,2012arc,2012arc_qm121,121,,,,1,,"[{'key': 'p0cMNt7Ua38?t=6560', 'type': 'youtube'}]",blue
38,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 46, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1902', 'frc236', 'frc247'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 58, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc359', 'frc1736', 'frc716'], dtype=object)}}",qm,2012arc,2012arc_qm122,122,,,,1,,"[{'key': 'p0cMNt7Ua38?t=6737', 'type': 'youtube'}]",red
39,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1058', 'frc4082', 'frc1592'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 10, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc4356', 'frc4001', 'frc2809'], dtype=object)}}",qm,2012arc,2012arc_qm123,123,,,,1,,"[{'key': 'p0cMNt7Ua38?t=6913', 'type': 'youtube'}]",blue
40,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2815', 'frc3476', 'frc195'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 23, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3081', 'frc2410', 'frc3335'], dtype=object)}}",qm,2012arc,2012arc_qm124,124,,,,1,,"[{'key': 'p0cMNt7Ua38?t=7079', 'type': 'youtube'}]",blue
41,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 48, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3158', 'frc2614', 'frc2851'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 91, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1218', 'frc2415', 'frc1676'], dtype=object)}}",qm,2012arc,2012arc_qm125,125,,,,1,,"[{'key': 'p0cMNt7Ua38?t=7243', 'type': 'youtube'}]",red
42,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 24, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1868', 'frc956', 'frc1816'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 31, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1', 'frc781', 'frc3481'], dtype=object)}}",qm,2012arc,2012arc_qm126,126,,,,1,,"[{'key': 'p0cMNt7Ua38?t=7418', 'type': 'youtube'}]",red
43,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1756', 'frc3015', 'frc1261'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 57, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc4300', 'frc2022', 'frc2826'], dtype=object)}}",qm,2012arc,2012arc_qm127,127,,,,1,,"[{'key': 'p0cMNt7Ua38?t=7583', 'type': 'youtube'}]",red
44,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc587', 'frc2395', 'frc4403'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 21, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2898', 'frc1642', 'frc3128'], dtype=object)}}",qm,2012arc,2012arc_qm128,128,,,,1,,"[{'key': 'p0cMNt7Ua38?t=7751', 'type': 'youtube'}]",blue
45,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 57, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1710', 'frc1311', 'frc1403'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 39, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc4206', 'frc1114', 'frc3999'], dtype=object)}}",qm,2012arc,2012arc_qm129,129,,,,1,,"[{'key': 'p0cMNt7Ua38?t=7911', 'type': 'youtube'}]",blue
46,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 17, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc587', 'frc1736', 'frc1647'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 17, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2815', 'frc144', 'frc2851'], dtype=object)}}",qm,2012arc,2012arc_qm13,13,,,,1,,"[{'key': 'UcZyRY9f8x8?t=2050', 'type': 'youtube'}]",
47,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 16, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc246', 'frc2085', 'frc2603'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 43, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc144', 'frc2046', 'frc2512'], dtype=object)}}",qm,2012arc,2012arc_qm130,130,,,,1,,"[{'key': 'DMt1Ju4ZsUo', 'type': 'youtube'}]",red
48,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 37, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2557', 'frc3997', 'frc2996'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 36, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc369', 'frc973', 'frc1458'], dtype=object)}}",qm,2012arc,2012arc_qm131,131,,,,1,,"[{'key': 'DMt1Ju4ZsUo?t=168', 'type': 'youtube'}]",blue
49,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 40, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1014', 'frc272', 'frc1796'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 58, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2974', 'frc128', 'frc67'], dtype=object)}}",qm,2012arc,2012arc_qm132,132,,,,1,,"[{'key': 'DMt1Ju4ZsUo?t=344', 'type': 'youtube'}]",red
50,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 68, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2403', 'frc2590', 'frc234'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 2, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3410', 'frc3585', 'frc3634'], dtype=object)}}",qm,2012arc,2012arc_qm133,133,,,,1,,"[{'key': 'DMt1Ju4ZsUo?t=509', 'type': 'youtube'}]",blue
51,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 53, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1987', 'frc1736', 'frc3947'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc75', 'frc1816', 'frc3158'], dtype=object)}}",qm,2012arc,2012arc_qm134,134,,,,1,,"[{'key': 'DMt1Ju4ZsUo?t=673', 'type': 'youtube'}]",blue
52,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 17, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc4082', 'frc100', 'frc2815'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 55, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc956', 'frc1756', 'frc2056'], dtype=object)}}",qm,2012arc,2012arc_qm135,135,,,,1,,"[{'key': 'DMt1Ju4ZsUo?t=841', 'type': 'youtube'}]",red
53,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 27, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1306', 'frc1218', 'frc4218'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 33, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc359', 'frc2022', 'frc692'], dtype=object)}}",qm,2012arc,2012arc_qm136,136,,,,1,,"[{'key': 'DMt1Ju4ZsUo?t=1003', 'type': 'youtube'}]",red
54,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3456', 'frc1710', 'frc1058'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc247', 'frc2949', 'frc2826'], dtype=object)}}",qm,2012arc,2012arc_qm137,137,,,,1,,"[{'key': 'DMt1Ju4ZsUo?t=1166', 'type': 'youtube'}]",red
