,actual_time,alliances,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown,set_number,time,videos,winning_alliance
13,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 150, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc386', 'frc60'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc56', 'frc159'], dtype=object)}}",qm,2004arc,2004arc_qm1,1,,,,1,,"[{'key': 'Lsr0tuqrpE0', 'type': 'youtube'}
 {'key': 'R_pK2RbnfEE', 'type': 'youtube'}]",blue
14,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1414', 'frc692'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc435', 'frc974'], dtype=object)}}",qm,2004arc,2004arc_qm10,10,,,,1,,[],red
15,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 125, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc360', 'frc982'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc311', 'frc8'], dtype=object)}}",qm,2004arc,2004arc_qm100,100,,,,1,,"[{'key': 'vIFvstJox_k', 'type': 'youtube'}
 {'key': 'YanhQpg0vAo', 'type': 'youtube'}]",blue
16,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 65, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1158', 'frc301'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1315', 'frc606'], dtype=object)}}",qm,2004arc,2004arc_qm101,101,,,,1,,"[{'key': 'oLLMa5IaSCA', 'type': 'youtube'}
 {'key': '_QEYVCDAN9c', 'type': 'youtube'}]",blue
17,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 105, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc692', 'frc121'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 85, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc922', 'frc648'], dtype=object)}}",qm,2004arc,2004arc_qm102,102,,,,1,,[],blue
18,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc60', 'frc806'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 55, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc102', 'frc1088'], dtype=object)}}",qm,2004arc,2004arc_qm103,103,,,,1,,[],blue
19,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 110, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc188', 'frc1241'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc65', 'frc858'], dtype=object)}}",qm,2004arc,2004arc_qm104,104,,,,1,,[],blue
20,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 90, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc223', 'frc231'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc86', 'frc900'], dtype=object)}}",qm,2004arc,2004arc_qm105,105,,,,1,,[],blue
21,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc459', 'frc250'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 200, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc45', 'frc435'], dtype=object)}}",qm,2004arc,2004arc_qm106,106,,,,1,,[],red
22,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 115, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc56', 'frc1024'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc814', 'frc136'], dtype=object)}}",qm,2004arc,2004arc_qm107,107,,,,1,,[],blue
23,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 120, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc288', 'frc122'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc94', 'frc448'], dtype=object)}}",qm,2004arc,2004arc_qm108,108,,,,1,,[],blue
24,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 95, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc571', 'frc716'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc316', 'frc836'], dtype=object)}}",qm,2004arc,2004arc_qm109,109,,,,1,,[],blue
25,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc178', 'frc250'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 130, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc188', 'frc648'], dtype=object)}}",qm,2004arc,2004arc_qm11,11,,,,1,,[],red
26,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 190, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc33', 'frc71'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 125, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc555', 'frc476'], dtype=object)}}",qm,2004arc,2004arc_qm110,110,,,,1,,[],blue
27,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc494', 'frc966'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc111', 'frc386'], dtype=object)}}",qm,2004arc,2004arc_qm111,111,,,,1,,"[{'key': '7c3dqm6q0c0', 'type': 'youtube'}]",red
28,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 135, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc237', 'frc178'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 55, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc521', 'frc147'], dtype=object)}}",qm,2004arc,2004arc_qm112,112,,,,1,,[],blue
29,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1396', 'frc174'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 55, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc352', 'frc201'], dtype=object)}}",qm,2004arc,2004arc_qm113,113,,,,1,,[],blue
30,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc945', 'frc159'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1414', 'frc360'], dtype=object)}}",qm,2004arc,2004arc_qm114,114,,,,1,,[],red
31,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc538', 'frc399'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1315', 'frc311'], dtype=object)}}",qm,2004arc,2004arc_qm115,115,,,,1,,[],red
32,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc606', 'frc330'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 15, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc922', 'frc342'], dtype=object)}}",qm,2004arc,2004arc_qm116,116,,,,1,,[],blue
33,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 40, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc648', 'frc269'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1088', 'frc301'], dtype=object)}}",qm,2004arc,2004arc_qm117,117,,,,1,,"[{'key': 'DA_p2AzjUQA', 'type': 'youtube'}
 {'key': 'ScydoX_wb4I', 'type': 'youtube'}]",blue
34,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 115, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc102', 'frc974'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 65, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc858', 'frc378'], dtype=object)}}",qm,2004arc,2004arc_qm118,118,,,,1,,[],blue
35,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 15, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc8', 'frc1158'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 140, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc223', 'frc65'], dtype=object)}}",qm,2004arc,2004arc_qm119,119,,,,1,,[],red
36,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1158', 'frc147'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 45, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc86', 'frc288'], dtype=object)}}",qm,2004arc,2004arc_qm12,12,,,,1,,[],blue
37,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 100, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc188', 'frc900'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc459', 'frc692'], dtype=object)}}",qm,2004arc,2004arc_qm120,120,,,,1,,[],blue
38,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 130, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1037', 'frc982'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 130, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc814', 'frc1002'], dtype=object)}}",qm,2004arc,2004arc_qm121,121,,,,1,,[],
39,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 60, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc288', 'frc1112'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 130, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc806', 'frc435'], dtype=object)}}",qm,2004arc,2004arc_qm122,122,,,,1,,[],red
40,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc86', 'frc56'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 120, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc716', 'frc870'], dtype=object)}}",qm,2004arc,2004arc_qm123,123,,,,1,,[],red
41,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 85, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc476', 'frc250'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 110, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc571', 'frc448'], dtype=object)}}",qm,2004arc,2004arc_qm124,124,,,,1,,"[{'key': '15KGnZbOh1g', 'type': 'youtube'}
 {'key': '8GpGv7a-yZY', 'type': 'youtube'}]",red
42,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 150, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc121', 'frc231'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc136', 'frc316'], dtype=object)}}",qm,2004arc,2004arc_qm125,125,,,,1,,[],blue
43,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 150, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc122', 'frc1272'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 170, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1369', 'frc60'], dtype=object)}}",qm,2004arc,2004arc_qm126,126,,,,1,,[],red
44,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc45', 'frc1024'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 105, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1140', 'frc1241'], dtype=object)}}",qm,2004arc,2004arc_qm127,127,,,,1,,[],red
45,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 100, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc555', 'frc386'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc94', 'frc836'], dtype=object)}}",qm,2004arc,2004arc_qm128,128,,,,1,,[],blue
46,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1037', 'frc342'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 180, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1315', 'frc45'], dtype=object)}}",qm,2004arc,2004arc_qm13,13,,,,1,,[],red
47,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc476', 'frc806'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc538', 'frc301'], dtype=object)}}",qm,2004arc,2004arc_qm14,14,,,,1,,[],blue
48,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 10, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc555', 'frc1369'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc223', 'frc237'], dtype=object)}}",qm,2004arc,2004arc_qm15,15,,,,1,,[],red
49,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1088', 'frc521'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 45, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc231', 'frc1112'], dtype=object)}}",qm,2004arc,2004arc_qm16,16,,,,1,,[],blue
50,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc122', 'frc459'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc858', 'frc1396'], dtype=object)}}",qm,2004arc,2004arc_qm17,17,,,,1,,[],blue
51,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc94', 'frc814'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc311', 'frc870'], dtype=object)}}",qm,2004arc,2004arc_qm18,18,,,,1,,[],blue
52,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 100, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1002', 'frc65'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 135, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc102', 'frc56'], dtype=object)}}",qm,2004arc,2004arc_qm19,19,,,,1,,[],red
53,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 60, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc922', 'frc1024'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 185, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1002', 'frc111'], dtype=object)}}",qm,2004arc,2004arc_qm2,2,,,,1,,"[{'key': 'V9t24RtHH1A', 'type': 'youtube'}
 {'key': '_6Cr96r-Cgk', 'type': 'youtube'}]",red
54,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1241', 'frc159'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 60, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc174', 'frc571'], dtype=object)}}",qm,2004arc,2004arc_qm20,20,,,,1,,[],red
55,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc136', 'frc716'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 60, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc8', 'frc111'], dtype=object)}}",qm,2004arc,2004arc_qm21,21,,,,1,,"[{'key': 'YKVF9ts24zY', 'type': 'youtube'}]",blue
56,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 125, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc494', 'frc900'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 10, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc606', 'frc1140'], dtype=object)}}",qm,2004arc,2004arc_qm22,22,,,,1,,[],blue
57,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc386', 'frc922'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 130, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc945', 'frc316'], dtype=object)}}",qm,2004arc,2004arc_qm23,23,,,,1,,[],red
58,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 125, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc201', 'frc33'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 95, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc435', 'frc836'], dtype=object)}}",qm,2004arc,2004arc_qm24,24,,,,1,,[],blue
59,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 10, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc360', 'frc448'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 95, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc188', 'frc974'], dtype=object)}}",qm,2004arc,2004arc_qm25,25,,,,1,,[],red
60,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc71', 'frc1272'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc86', 'frc648'], dtype=object)}}",qm,2004arc,2004arc_qm26,26,,,,1,,[],
61,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc269', 'frc1414'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 160, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1315', 'frc288'], dtype=object)}}",qm,2004arc,2004arc_qm27,27,,,,1,,[],red
62,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc178', 'frc1158'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 190, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc538', 'frc45'], dtype=object)}}",qm,2004arc,2004arc_qm28,28,,,,1,,[],red
63,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 140, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1037', 'frc60'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc223', 'frc301'], dtype=object)}}",qm,2004arc,2004arc_qm29,29,,,,1,,[],blue
64,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc201', 'frc399'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 40, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc65', 'frc136'], dtype=object)}}",qm,2004arc,2004arc_qm3,3,,,,1,,"[{'key': 'sKz0-EaCeJI', 'type': 'youtube'}
 {'key': '2pMOvRw5l60', 'type': 'youtube'}]",red
65,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 45, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc476', 'frc1024'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 150, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc231', 'frc237'], dtype=object)}}",qm,2004arc,2004arc_qm30,30,,,,1,,"[{'key': 'PKIKyVRzod8', 'type': 'youtube'}
 {'key': 'GPbaKLWefI8', 'type': 'youtube'}]",red
