,actual_time,alliances,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown,set_number,time,videos,winning_alliance
18,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 108, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1', 'frc896', 'frc233'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 1, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1180', 'frc588', 'frc1345'], dtype=object)}}",qm,2005arc,2005arc_qm13,13,,,,1,,[],blue
19,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 35, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc116', 'frc107', 'frc1230'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 29, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc48', 'frc179', 'frc274'], dtype=object)}}",qm,2005arc,2005arc_qm14,14,,,,1,,"[{'key': 'USconXpZRBM?t=0', 'type': 'youtube'}]",blue
20,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 79, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc980', 'frc701', 'frc65'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 29, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1251', 'frc71', 'frc1211'], dtype=object)}}",qm,2005arc,2005arc_qm15,15,,,,1,,[],blue
21,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 34, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc20', 'frc1394', 'frc263'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 39, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1641', 'frc1266', 'frc296'], dtype=object)}}",qm,2005arc,2005arc_qm16,16,,,,1,,[],red
22,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1444', 'frc342', 'frc845'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 29, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc435', 'frc57', 'frc515'], dtype=object)}}",qm,2005arc,2005arc_qm17,17,,,,1,,[],blue
23,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 11, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc308', 'frc1517', 'frc1597'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 73, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc662', 'frc1114', 'frc494'], dtype=object)}}",qm,2005arc,2005arc_qm18,18,,,,1,,[],red
24,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 46, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc716', 'frc1592', 'frc1138'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1094', 'frc527', 'frc350'], dtype=object)}}",qm,2005arc,2005arc_qm19,19,,,,1,,"[{'key': '98JxVet3rx8', 'type': 'youtube'}]",blue
25,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 46, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc20', 'frc1653', 'frc997'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 15, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1138', 'frc845', 'frc1211'], dtype=object)}}",qm,2005arc,2005arc_qm2,2,,,,1,,[],blue
26,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 13, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc371', 'frc1370', 'frc359'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 74, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc128', 'frc40', 'frc245'], dtype=object)}}",qm,2005arc,2005arc_qm20,20,,,,1,,[],red
27,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 46, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc451', 'frc830', 'frc573'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 40, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1547', 'frc217', 'frc138'], dtype=object)}}",qm,2005arc,2005arc_qm21,21,,,,1,,[],blue
28,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 0, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc803', 'frc1286', 'frc401'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 33, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc588', 'frc288', 'frc1027'], dtype=object)}}",qm,2005arc,2005arc_qm22,22,,,,1,,[],red
29,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 40, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc191', 'frc1653', 'frc612'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 18, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc48', 'frc1', 'frc27'], dtype=object)}}",qm,2005arc,2005arc_qm23,23,,,,1,,"[{'key': 'cM3VinRq5fg', 'type': 'youtube'}]",blue
30,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 27, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1014', 'frc386', 'frc228'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 15, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1230', 'frc233', 'frc122'], dtype=object)}}",qm,2005arc,2005arc_qm24,24,,,,1,,[],blue
31,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 28, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1676', 'frc1508', 'frc931'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 18, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc274', 'frc1180', 'frc476'], dtype=object)}}",qm,2005arc,2005arc_qm25,25,,,,1,,"[{'key': 'Fhcnp0PAvoI', 'type': 'youtube'}]",blue
32,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 18, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc896', 'frc335', 'frc997'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 16, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc107', 'frc322', 'frc957'], dtype=object)}}",qm,2005arc,2005arc_qm26,26,,,,1,,[],blue
33,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 39, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc812', 'frc1071', 'frc173'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 75, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc179', 'frc766', 'frc155'], dtype=object)}}",qm,2005arc,2005arc_qm27,27,,,,1,,[],red
34,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 31, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc93', 'frc1497', 'frc1345'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 29, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc548', 'frc624', 'frc79'], dtype=object)}}",qm,2005arc,2005arc_qm28,28,,,,1,,[],blue
35,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 47, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc515', 'frc308', 'frc1592'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc116', 'frc1251', 'frc20'], dtype=object)}}",qm,2005arc,2005arc_qm29,29,,,,1,,[],blue
36,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 0, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc612', 'frc371', 'frc766'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 77, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1394', 'frc494', 'frc980'], dtype=object)}}",qm,2005arc,2005arc_qm3,3,,,,1,,[],red
37,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1266', 'frc435', 'frc662'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 28, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc65', 'frc371', 'frc217'], dtype=object)}}",qm,2005arc,2005arc_qm30,30,,,,1,,[],blue
38,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 46, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1211', 'frc245', 'frc1641'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 22, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc588', 'frc1094', 'frc1547'], dtype=object)}}",qm,2005arc,2005arc_qm31,31,,,,1,,[],blue
39,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 57, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc57', 'frc1114', 'frc350'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc48', 'frc1286', 'frc71'], dtype=object)}}",qm,2005arc,2005arc_qm32,32,,,,1,,"[{'key': 'dwDykndit1E', 'type': 'youtube'}]",blue
40,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 13, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc288', 'frc701', 'frc830'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 83, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc233', 'frc612', 'frc128'], dtype=object)}}",qm,2005arc,2005arc_qm33,33,,,,1,,[],red
41,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc296', 'frc1517', 'frc527'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 23, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc274', 'frc122', 'frc1653'], dtype=object)}}",qm,2005arc,2005arc_qm34,34,,,,1,,[],blue
42,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc40', 'frc451', 'frc1027'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 4, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc896', 'frc1676', 'frc1230'], dtype=object)}}",qm,2005arc,2005arc_qm35,35,,,,1,,"[{'key': 'sywwEBf0JIo', 'type': 'youtube'}]",blue
43,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 27, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc931', 'frc845', 'frc1'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc766', 'frc957', 'frc1014'], dtype=object)}}",qm,2005arc,2005arc_qm36,36,,,,1,,[],red
44,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 74, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc476', 'frc980', 'frc1597'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 30, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc548', 'frc155', 'frc335'], dtype=object)}}",qm,2005arc,2005arc_qm37,37,,,,1,,[],blue
45,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc803', 'frc997', 'frc263'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 81, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc93', 'frc179', 'frc359'], dtype=object)}}",qm,2005arc,2005arc_qm38,38,,,,1,,[],red
46,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 54, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc716', 'frc138', 'frc191'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1497', 'frc173', 'frc342'], dtype=object)}}",qm,2005arc,2005arc_qm39,39,,,,1,,"[{'key': 'qvtWpwbGOno', 'type': 'youtube'}]",blue
47,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 47, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc155', 'frc263', 'frc701'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 39, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1370', 'frc308', 'frc1014'], dtype=object)}}",qm,2005arc,2005arc_qm4,4,,,,1,,[],blue
48,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 15, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc107', 'frc812', 'frc1394'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 82, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1345', 'frc228', 'frc1508'], dtype=object)}}",qm,2005arc,2005arc_qm40,40,,,,1,,[],red
49,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 42, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc494', 'frc1138', 'frc1370'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 42, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc79', 'frc116', 'frc1444'], dtype=object)}}",qm,2005arc,2005arc_qm41,41,,,,1,,[],
50,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc386', 'frc1180', 'frc322'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 60, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc573', 'frc401', 'frc27'], dtype=object)}}",qm,2005arc,2005arc_qm42,42,,,,1,,[],red
51,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 45, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc217', 'frc588', 'frc57'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 29, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1071', 'frc624', 'frc1251'], dtype=object)}}",qm,2005arc,2005arc_qm43,43,,,,1,,[],blue
52,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 15, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1676', 'frc662', 'frc1641'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1592', 'frc701', 'frc122'], dtype=object)}}",qm,2005arc,2005arc_qm44,44,,,,1,,"[{'key': 'gPfa2UIIL74', 'type': 'youtube'}
 {'key': 'vYyeHvWHjcA', 'type': 'youtube'}]",red
53,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 25, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc20', 'frc830', 'frc1517'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 56, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc766', 'frc48', 'frc40'], dtype=object)}}",qm,2005arc,2005arc_qm45,45,,,,1,,"[{'key': 'ROG_EN5p9yA', 'type': 'youtube'}]",red
54,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc371', 'frc1094', 'frc71'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 24, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc548', 'frc957', 'frc515'], dtype=object)}}",qm,2005arc,2005arc_qm46,46,,,,1,,[],blue
55,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 21, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc274', 'frc1027', 'frc1266'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 62, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc997', 'frc155', 'frc233'], dtype=object)}}",qm,2005arc,2005arc_qm47,47,,,,1,,[],red
56,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 12, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc335', 'frc308', 'frc1211'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 10, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1497', 'frc803', 'frc1'], dtype=object)}}",qm,2005arc,2005arc_qm48,48,,,,1,,[],blue
57,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc612', 'frc527', 'frc931'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 58, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc228', 'frc173', 'frc359'], dtype=object)}}",qm,2005arc,2005arc_qm49,49,,,,1,,[],red
58,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 33, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc812', 'frc57', 'frc359'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 43, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc65', 'frc386', 'frc1517'], dtype=object)}}",qm,2005arc,2005arc_qm5,5,,,,1,,[],red
59,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 16, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1230', 'frc1547', 'frc1286'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1444', 'frc1345', 'frc716'], dtype=object)}}",qm,2005arc,2005arc_qm50,50,,,,1,,[],red
60,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 20, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1597', 'frc342', 'frc1653'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 19, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc322', 'frc1370', 'frc812'], dtype=object)}}",qm,2005arc,2005arc_qm51,51,,,,1,,[],blue
61,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 55, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc116', 'frc65', 'frc476'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 42, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc573', 'frc93', 'frc1394'], dtype=object)}}",qm,2005arc,2005arc_qm52,52,,,,1,,[],blue
62,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 27, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc128', 'frc896', 'frc845'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 55, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc27', 'frc624', 'frc494'], dtype=object)}}",qm,2005arc,2005arc_qm53,53,,,,1,,[],red
