,actual_time,alliances,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown,set_number,time,videos,winning_alliance
10,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 84, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc558', 'frc624', 'frc2848'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 56, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc176', 'frc1986', 'frc3091'], dtype=object)}}",qm,2009arc,2009arc_qm1,1,,,,1,,"[{'key': 'QDb0MtmV0K8', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm1.flv', 'type': 'tba'}]",blue
11,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3062', 'frc3009', 'frc604'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 100, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2753', 'frc2354', 'frc120'], dtype=object)}}",qm,2009arc,2009arc_qm10,10,,,,1,,"[{'key': 'YJGo63R5Nhc', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm10.flv', 'type': 'tba'}]",red
12,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 77, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc811', 'frc201', 'frc1649'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 72, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1592', 'frc280', 'frc2753'], dtype=object)}}",qm,2009arc,2009arc_qm100,100,,,,1,,"[{'key': 'Fsq9MttlALI', 'type': 'youtube'}]",blue
13,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 74, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc176', 'frc1289', 'frc2655'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 36, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2915', 'frc2874', 'frc857'], dtype=object)}}",qm,2009arc,2009arc_qm101,101,,,,1,,"[{'key': 'jxP4PVdLnBg', 'type': 'youtube'}
 {'key': '_aMowqtOMVY', 'type': 'youtube'}]",blue
14,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 52, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc692', 'frc125', 'frc1538'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 102, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1503', 'frc2075', 'frc3062'], dtype=object)}}",qm,2009arc,2009arc_qm102,102,,,,1,,"[{'key': 'RN3vtCiaQ9A', 'type': 'youtube'}]",red
15,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 60, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1561', 'frc1218', 'frc1334'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 67, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc107', 'frc118', 'frc2070'], dtype=object)}}",qm,2009arc,2009arc_qm11,11,,,,1,,"[{'key': 'cmqbeatKk6c', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm11.flv', 'type': 'tba'}]",red
16,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 94, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc280', 'frc155', 'frc868'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1503', 'frc533', 'frc1014'], dtype=object)}}",qm,2009arc,2009arc_qm12,12,,,,1,,"[{'key': 'WJe3n4LYjEo', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm12.flv', 'type': 'tba'}]",blue
17,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 94, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc343', 'frc1987', 'frc857'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 54, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc585', 'frc1535', 'frc931'], dtype=object)}}",qm,2009arc,2009arc_qm13,13,,,,1,,"[{'key': 'EEiR9SNVi_g', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm13.flv', 'type': 'tba'}]",blue
18,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2826', 'frc1555', 'frc61'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 53, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3020', 'frc125', 'frc2543'], dtype=object)}}",qm,2009arc,2009arc_qm14,14,,,,1,,"[{'key': 'fi669pB0T78', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm14.flv', 'type': 'tba'}]",blue
19,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 101, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1807', 'frc558', 'frc201'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 62, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc231', 'frc2915', 'frc1538'], dtype=object)}}",qm,2009arc,2009arc_qm15,15,,,,1,,"[{'key': '306zy6uYD64', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm15.flv', 'type': 'tba'}]",blue
20,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1986', 'frc548', 'frc2470'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 63, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc93', 'frc2655', 'frc1739'], dtype=object)}}",qm,2009arc,2009arc_qm16,16,,,,1,,"[{'key': 'fVWtDrbg0gQ', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm16.flv', 'type': 'tba'}]",red
21,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 74, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc222', 'frc386', 'frc2486'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 42, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3009', 'frc314', 'frc48'], dtype=object)}}",qm,2009arc,2009arc_qm17,17,,,,1,,"[{'key': 'wa87H5yfqME', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm17.flv', 'type': 'tba'}]",blue
22,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 128, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1218', 'frc665', 'frc1649'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1289', 'frc3091', 'frc2220'], dtype=object)}}",qm,2009arc,2009arc_qm18,18,,,,1,,"[{'key': 'yQJ-l_AFtKk', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm18.flv', 'type': 'tba'}]",blue
23,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 68, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc433', 'frc1743', 'frc353'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 79, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc573', 'frc1834', 'frc3062'], dtype=object)}}",qm,2009arc,2009arc_qm19,19,,,,1,,"[{'key': 'iYKQU3sQfb8', 'type': 'youtube'}
 {'key': 'Fo25eDtx1tk', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm19.flv', 'type': 'tba'}]",red
24,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 44, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc180', 'frc2874', 'frc1266'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc492', 'frc1002', 'frc2169'], dtype=object)}}",qm,2009arc,2009arc_qm2,2,,,,1,,"[{'key': 'sKjsto1L2H8', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm2.flv', 'type': 'tba'}]",red
25,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 36, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2874', 'frc2587', 'frc120'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 88, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc488', 'frc714', 'frc931'], dtype=object)}}",qm,2009arc,2009arc_qm20,20,,,,1,,"[{'key': 'kWOsAeaVB_g', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm20.flv', 'type': 'tba'}]",red
26,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 72, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc533', 'frc1561', 'frc1266'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 64, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc125', 'frc1390', 'frc1302'], dtype=object)}}",qm,2009arc,2009arc_qm21,21,,,,1,,"[{'key': 'Wn6OvO2upA4', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm21.flv', 'type': 'tba'}]",blue
27,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 92, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2056', 'frc1503', 'frc1535'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 80, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2543', 'frc624', 'frc1592'], dtype=object)}}",qm,2009arc,2009arc_qm22,22,,,,1,,"[{'key': 'dvccKzj9cKg', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm22.flv', 'type': 'tba'}]",blue
28,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 72, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc343', 'frc3020', 'frc280'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 68, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc503', 'frc1746', 'frc604'], dtype=object)}}",qm,2009arc,2009arc_qm23,23,,,,1,,"[{'key': '8pX-J2KsEMI', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm23.flv', 'type': 'tba'}]",blue
29,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 97, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1555', 'frc1114', 'frc176'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 48, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc39', 'frc1987', 'frc492'], dtype=object)}}",qm,2009arc,2009arc_qm24,24,,,,1,,"[{'key': '2pStSxmpQ9o', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm24.flv', 'type': 'tba'}]",blue
30,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 77, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1334', 'frc857', 'frc2075'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 82, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc180', 'frc2340', 'frc2753'], dtype=object)}}",qm,2009arc,2009arc_qm25,25,,,,1,,"[{'key': '36_8l-NAtGI', 'type': 'youtube'}
 {'key': 'cAxp9TS9R-0', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm25.flv', 'type': 'tba'}]",red
31,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1421', 'frc107', 'frc2779'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 82, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2354', 'frc1807', 'frc61'], dtype=object)}}",qm,2009arc,2009arc_qm26,26,,,,1,,"[{'key': 'Qs6nPXH_zo4', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm26.flv', 'type': 'tba'}]",red
32,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 70, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2915', 'frc2848', 'frc2813'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 97, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1014', 'frc1712', 'frc118'], dtype=object)}}",qm,2009arc,2009arc_qm27,27,,,,1,,"[{'key': 'kAp2KgWANu8', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm27.flv', 'type': 'tba'}]",red
33,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 50, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc692', 'frc811', 'frc2070'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 40, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1002', 'frc155', 'frc2826'], dtype=object)}}",qm,2009arc,2009arc_qm28,28,,,,1,,"[{'key': 'RfBlyEAHQ5k', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm28.flv', 'type': 'tba'}]",blue
34,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 82, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc868', 'frc2169', 'frc585'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 52, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2415', 'frc1341', 'frc231'], dtype=object)}}",qm,2009arc,2009arc_qm29,29,,,,1,,"[{'key': 'NlhN80HdLYE', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm29.flv', 'type': 'tba'}]",blue
35,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 38, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc353', 'frc1390', 'frc1341'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 97, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc93', 'frc201', 'frc2486'], dtype=object)}}",qm,2009arc,2009arc_qm3,3,,,,1,,[],red
36,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 107, 'surrogate_team_keys': array(['frc125'], dtype=object), 'team_keys': array(['frc125', 'frc1739', 'frc624'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 46, 'surrogate_team_keys': array(['frc3062'], dtype=object), 'team_keys': array(['frc3062', 'frc2874', 'frc1218'], dtype=object)}}",qm,2009arc,2009arc_qm30,30,,,,1,,"[{'key': 'euW_ox-thtg', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm30.flv', 'type': 'tba'}]",blue
37,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 76, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc573', 'frc604', 'frc2543'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 88, 'surrogate_team_keys': array(['frc1538'], dtype=object), 'team_keys': array(['frc1538', 'frc48', 'frc176'], dtype=object)}}",qm,2009arc,2009arc_qm31,31,,,,1,,"[{'key': 'JIE4YD8dbps', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm31.flv', 'type': 'tba'}]",red
38,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 101, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1986', 'frc2587', 'frc433'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 52, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1555', 'frc3009', 'frc1334'], dtype=object)}}",qm,2009arc,2009arc_qm32,32,,,,1,,"[{'key': 'u5N7A7k9sGI', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm32.flv', 'type': 'tba'}]",blue
39,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 92, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1807', 'frc3091', 'frc503'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 71, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc533', 'frc120', 'frc314'], dtype=object)}}",qm,2009arc,2009arc_qm33,33,,,,1,,"[{'key': 'vPmr4AvwJt4', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm33.flv', 'type': 'tba'}]",blue
40,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 56, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc61', 'frc488', 'frc665'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 92, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc343', 'frc118', 'frc1592'], dtype=object)}}",qm,2009arc,2009arc_qm34,34,,,,1,,"[{'key': 'jSSrcZXF8y0', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm34.flv', 'type': 'tba'}]",red
41,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 79, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc857', 'frc1561', 'frc2220'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 44, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc93', 'frc1421', 'frc692'], dtype=object)}}",qm,2009arc,2009arc_qm35,35,,,,1,,"[{'key': 'WGWmt76GxRU', 'type': 'youtube'}
 {'key': 'bDLMBRlRU9I', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm35.flv', 'type': 'tba'}]",blue
42,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 79, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2070', 'frc1302', 'frc353'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 102, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2753', 'frc2848', 'frc1503'], dtype=object)}}",qm,2009arc,2009arc_qm36,36,,,,1,,"[{'key': 'aM2GeRKdLOI', 'type': 'youtube'}
 {'key': '_WJuSHQqeEk', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm36.flv', 'type': 'tba'}]",red
43,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 88, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1114', 'frc1341', 'frc1014'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 68, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc222', 'frc2779', 'frc2655'], dtype=object)}}",qm,2009arc,2009arc_qm37,37,,,,1,,"[{'key': 'UiHlx5sTZUE', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm37.flv', 'type': 'tba'}]",blue
44,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 79, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1002', 'frc107', 'frc1746'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 53, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1649', 'frc2813', 'frc2340'], dtype=object)}}",qm,2009arc,2009arc_qm38,38,,,,1,,"[{'key': 'R4RxGU3RuPg', 'type': 'youtube'}
 {'key': 'JfciuG61Gjo', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm38.flv', 'type': 'tba'}]",blue
45,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 32, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1266', 'frc1289', 'frc231'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 72, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc3020', 'frc548', 'frc1535'], dtype=object)}}",qm,2009arc,2009arc_qm39,39,,,,1,,"[{'key': 'he6_5S6DzyM', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm39.flv', 'type': 'tba'}]",red
46,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 90, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc2587', 'frc222', 'frc1649'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 74, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc1739', 'frc1743', 'frc692'], dtype=object)}}",qm,2009arc,2009arc_qm4,4,,,,1,,"[{'key': 'yL20026wmhs', 'type': 'youtube'}
 {'key': 'http://videos.thebluealliance.net/2009arc/2009arc_qm4.flv', 'type': 'tba'}]",blue
47,,"{'blue': {'dq_team_keys': array([], dtype=object), 'score': 86, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc492', 'frc1712', 'frc2056'], dtype=object)}, 'red': {'dq_team_keys': array([], dtype=object), 'score': 86, 'surrogate_team_keys': array([], dtype=object), 'team_keys': array(['frc201', 'frc714', 'frc585'], dtype=object)}}",qm,2009arc,2009arc_qm40,40,,,,1,,[],
